ID_Site;ID_Prod_Meth;Species;;
PT05;PT05_Microalgae_Photobioreactors;Tetraselmis sp.;;
PT13;PT13_Microalgae_Pilot;Chlorella sp.;;
PT13;PT13_Microalgae_Pilot;Nannochloropsis sp.;;
PT13;PT13_Microalgae_Pilot;Tetraselmis sp.;;
PT06;PT06_Microalgae_Photobioreactors;Chaetoceros sp.;;
PT06;PT06_Microalgae_Photobioreactors;Nannochloropsis sp.;;
PT06;PT06_Microalgae_Photobioreactors;Phaeodactylum sp.;;
PT06;PT06_Microalgae_Photobioreactors;Porphyridium sp.;;
PT06;PT06_Microalgae_Photobioreactors;Skeletonema sp.;;
PT06;PT06_Microalgae_Photobioreactors;Tetraselmis sp.;;
PT06;PT06_Microalgae_Photobioreactors;Tisochrysis lutea;;
PT07;PT07_Macroalgae_Harvesting;Asparagopsis armata;;
PT07;PT07_Macroalgae_Harvesting;Asparagopsis taxiformis;;
PT07;PT07_Macroalgae_Harvesting;Cystoseira abies-marina;;
PT07;PT07_Macroalgae_Harvesting;Cystoseira humilis;;
PT07;PT07_Macroalgae_Harvesting;Fucus spiralis;;
PT07;PT07_Macroalgae_Harvesting;Halopteris scoparia;;
PT07;PT07_Macroalgae_Harvesting;Osmundea pinnatifida;;
PT07;PT07_Macroalgae_Harvesting;Petalonia binghamiae;;
PT07;PT07_Macroalgae_Harvesting;Porphyra umbilicalis;;
PT07;PT07_Macroalgae_Harvesting;Pterocladiella capillacea;;
PT07;PT07_Macroalgae_Harvesting;Sargassum vulgare;;
PT07;PT07_Macroalgae_Harvesting;Ulva intestinalis;;
PT07;PT07_Macroalgae_Harvesting;Ulva rigida;;
PT07;PT07_Macroalgae_Harvesting;Zonaria tournefortii;;
PT09;PT09_Macroalgae_Harvesting;Asparagopsis taxiformis;;
PT09;PT09_Macroalgae_Harvesting;Halopteris scoparia;;
PT09;PT09_Macroalgae_Harvesting;Ulva sp.;;
PT14;PT14_Macroalgae_Aquaculture Land-based;Asparagopsis taxiformis;;
PT14;PT14_Macroalgae_Aquaculture Land-based;Halopteris scoparia;;
PT14;PT14_Macroalgae_Aquaculture Land-based;Ulva sp.;;
PT10;PT10_Microalgae_Photobioreactors, Open Ponds;Dunaliella sp.;;
PT10;PT10_Microalgae_Photobioreactors, Open Ponds;Nannochloropsis sp.;;
PT10;PT10_Microalgae_Photobioreactors, Open Ponds;Odontella sp.;;
PT10;PT10_Microalgae_Photobioreactors, Open Ponds;Tetraselmis sp.;;
SE01;SE01_Macroalgae_Harvesting;Brown seaweed;;
SE01;SE01_Macroalgae_Harvesting;Green seaweed;;
SE01;SE01_Macroalgae_Harvesting;Red seaweed;;
SE02;SE02_Macroalgae_Aquaculture Coastal;Laminaria digitata;;
SE02;SE02_Macroalgae_Aquaculture Coastal;Saccharina latissima;;
SE02;SE02_Macroalgae_Aquaculture Coastal;Ulva lactuca;;
SE05;SE05_Macroalgae_Aquaculture Land-based;Laminaria digitata;;
SE05;SE05_Macroalgae_Aquaculture Land-based;Saccharina latissima;;
SE05;SE05_Macroalgae_Aquaculture Land-based;Ulva lactuca;;
SE03;SE03_Microalgae_Photobioreactors;Phaeodactylum tricornutum;;
SE04;SE04_Microalgae_Photobioreactors;Diatoms;;
UK02;UK02_Macroalgae_Harvesting;Alaria esculenta;;
UK02;UK02_Macroalgae_Harvesting;Himanthalia elongata;;
UK02;UK02_Macroalgae_Harvesting;Laminaria digitata;;
UK02;UK02_Macroalgae_Harvesting;Osmundea pinnatifida;;
UK02;UK02_Macroalgae_Harvesting;Palmaria palmata;;
UK02;UK02_Macroalgae_Harvesting;Porphyra sp.;;
UK02;UK02_Macroalgae_Harvesting;Saccharina latissima;;
UK02;UK02_Macroalgae_Harvesting;Ulva sp.;;
UK03;UK03_Macroalgae_Harvesting;Ascophyllum nodosum;;
UK04;UK04_Macroalgae_Aquaculture Offshore;Brown seaweed;;
UK04;UK04_Macroalgae_Aquaculture Offshore;Saccharina latissima;;
UK04;UK04_Macroalgae_Aquaculture Offshore;Undaria sp.;;
UK05;UK05_Macroalgae_Harvesting;Brown seaweed;;
UK05;UK05_Macroalgae_Harvesting;Chondrus sp.;;
UK05;UK05_Macroalgae_Harvesting;Fucus vesiculosus;;
UK05;UK05_Macroalgae_Harvesting;Palmaria palmata;;
UK05;UK05_Macroalgae_Harvesting;Ulva sp.;;
UK06;UK06_Macroalgae_Harvesting;Laminaria digitata;;
UK06;UK06_Macroalgae_Harvesting;Palmaria palmata;;
UK06;UK06_Macroalgae_Harvesting;Saccharina latissima;;
UK08;UK08_Macroalgae_Harvesting;Alaria esculenta;;
UK08;UK08_Macroalgae_Harvesting;Chondrus sp.;;
UK08;UK08_Macroalgae_Harvesting;Himanthalia elongata;;
UK08;UK08_Macroalgae_Harvesting;Laminaria digitata;;
UK08;UK08_Macroalgae_Harvesting;Palmaria palmata;;
UK08;UK08_Macroalgae_Harvesting;Porphyra umbilicalis;;
UK08;UK08_Macroalgae_Harvesting;Saccharina latissima;;
UK08;UK08_Macroalgae_Harvesting;Ulva sp.;;
UK09;UK09_Macroalgae_Harvesting;Chondrus sp.;;
UK09;UK09_Macroalgae_Harvesting;Himanthalia sp.;;
UK09;UK09_Macroalgae_Harvesting;Palmaria sp.;;
UK09;UK09_Macroalgae_Harvesting;Saccharina sp.;;
UK09;UK09_Macroalgae_Harvesting;Ulva sp.;;
UK10;UK10_Microalgae_Fermenters;Chlorella vulgaris;;
EXTRA01;EXTRA01_Macroalgae_Harvesting;;;
EXTRA02;EXTRA02_Macroalgae_Harvesting, Aquaculture;;;
EXTRA03;EXTRA03_Macroalgae_Aquaculture;;;
EXTRA04;EXTRA04_Macroalgae_Harvesting;;;
EXTRA05;EXTRA05_Macroalgae_Harvesting;;;
EXTRA06;EXTRA06_Macroalgae_Harvesting;;;
EXTRA07;EXTRA07_Macroalgae_Harvesting;;;
EXTRA08;EXTRA08_Macroalgae_Harvesting, Aquaculture;;;
EXTRA09;EXTRA09_Macroalgae_Harvesting;;;
